component,time frequency,stream,field name,long name,units,time averaging
ocn,mon,pop.h,tend_zint_100m_NO3,Dissolved Inorganic Nitrate Tendency Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,tend_zint_100m_O2,Dissolved Oxygen Tendency Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,tend_zint_100m_PO4,Dissolved Inorganic Phosphate Tendency Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,tend_zint_100m_SiO3,Dissolved Inorganic Silicate Tendency Vertical Integral 0-100m,mmol/m^3 cm/s,mean
ocn,mon,pop.h,TFW_S,S flux due to freshwater flux (kg of salt/m^2/s),kg/m^2/s,mean
ocn,mon,pop.h,TFW_T,T flux due to freshwater flux,watt/m^2,mean
ocn,mon,pop.h,TLT,Transition Layer Thickness,cm,mean
ocn,mon,pop.h,TPOWER,Energy Used by Vertical Mixing,erg/s/cm^3,mean
ocn,mon,pop.h,UE_CFC11,CFC11 Flux in grid-x direction,fmol/cm^3/s,mean
ocn,mon,pop.h,UE_CFC12,CFC12 Flux in grid-x direction,fmol/cm^3/s,mean
ocn,mon,pop.h,UE_IAGE,IAGE Flux in grid-x direction,years/s,mean
ocn,mon,pop.h,UES,Salt Flux in grid-x direction,gram/kilogram/s,mean
ocn,mon,pop.h,UET,Flux of Heat in grid-x direction,degC/s,mean
ocn,mon,pop.h,UISOP,Bolus Velocity in grid-x direction (diagnostic),cm/s,mean
ocn,mon,pop.h,USUBM,Submeso velocity in grid-x direction (diagnostic),cm/s,mean
ocn,mon,pop.h,UVEL2,Velocity**2 in grid-x direction,centimeter^2/s^2,mean
ocn,mon,pop.h,UVEL,Velocity in grid-x direction,centimeter/s,mean
ocn,mon,pop.h,VDC_S,total diabatic vertical SALT diffusivity,cm^2/s,mean
ocn,mon,pop.h,VDC_T,total diabatic vertical TEMP diffusivity,cm^2/s,mean
ocn,mon,pop.h,VISOP,Bolus Velocity in grid-y direction (diagnostic),cm/s,mean
ocn,mon,pop.h,VN_CFC11,CFC11 Flux in grid-y direction,fmol/cm^3/s,mean
ocn,mon,pop.h,VN_CFC12,CFC12 Flux in grid-y direction,fmol/cm^3/s,mean
ocn,mon,pop.h,VN_IAGE,IAGE Flux in grid-y direction,years/s,mean
ocn,mon,pop.h,VNS_ISOP,Salt Flux Tendency in grid-y Dir due to Eddy-Induced Vel (diagnostic),gram/kilogram/s,mean
ocn,mon,pop.h,VNS,Salt Flux in grid-y direction,gram/kilogram/s,mean
ocn,mon,pop.h,VNS_SUBM,Salt Flux Tendency in grid-y Dir due to submeso Vel (diagnostic),gram/kilogram/s,mean
ocn,mon,pop.h,VNT,Flux of Heat in grid-y direction,degC/s,mean
ocn,mon,pop.h,VNT_ISOP,Heat Flux Tendency in grid-y Dir due to Eddy-Induced Vel (diagnostic),degC/s,mean
ocn,mon,pop.h,VNT_SUBM,Heat Flux Tendency in grid-y Dir due to submeso Vel (diagnostic),degC/s,mean
ocn,mon,pop.h,VSUBM,Submeso velocity in grid-y direction (diagnostic),cm/s,mean
ocn,mon,pop.h,VVC,total vertical momentum viscosity,cm^2/s,mean
ocn,mon,pop.h,VVEL2,Velocity**2 in grid-y direction,centimeter^2/s^2,mean
ocn,mon,pop.h,VVEL,Velocity in grid-y direction,centimeter/s,mean
ocn,mon,pop.h,WISOP,Vertical Bolus Velocity (diagnostic),cm/s,mean
ocn,mon,pop.h,WSUBM,Vertical submeso velocity (diagnostic),cm/s,mean
ocn,mon,pop.h,WT_CFC11,CFC11 Flux Across Top Face,fmol/cm^3/s,mean
ocn,mon,pop.h,WT_CFC12,CFC12 Flux Across Top Face,fmol/cm^3/s,mean
ocn,mon,pop.h,WT_IAGE,IAGE Flux Across Top Face,years/s,mean
ocn,mon,pop.h,WTS,Salt Flux Across Top Face,gram/kilogram/s,mean
ocn,mon,pop.h,WTT,Heat Flux Across Top Face,degC/s,mean
ocn,mon,pop.h,WVEL2,Vertical Velocity**2,centimeter^2/s^2,mean
ocn,mon,pop.h,WVEL,Vertical Velocity,centimeter/s,mean
ocn,mon,pop.h,zooC,Zooplankton Carbon,mmol/m^3,mean
ocn,mon,pop.h,zoo_loss,Zooplankton Loss,mmol/m^3/s,mean
ocn,mon,pop.h,zsatarag,Aragonite Saturation Depth,cm,mean
ocn,mon,pop.h,zsatcalc,Calcite Saturation Depth,cm,mean
ocn,mon,pop.h,dTEMP_NEG_2D,min neg column temperature timestep diff,degC,minimum
ocn,mon,pop.h,TBLT,Minimum Boundary-Layer Depth,centimeter,minimum
ocn,mon,pop.h,TMXL,Minimum Mixed-Layer Depth,centimeter,minimum
ocn,day,pop.h.ecosys.nday1,CaCO3_form_zint,CaCO3 Formation Vertical Integral,mmol/m^3 cm/s,mean
ocn,day,pop.h.ecosys.nday1,diatChl_SURF,Diatom Chlorophyll Surface Value,mg/m^3,mean
ocn,day,pop.h.ecosys.nday1,diatC_zint_100m,Diatom Carbon 0-100m Vertical Integral,mmol/m^3 cm,mean
ocn,day,pop.h.ecosys.nday1,diazChl_SURF,Diazotroph Chlorophyll Surface Value,mg/m^3,mean
ocn,day,pop.h.ecosys.nday1,diazC_zint_100m,Diazotroph Carbon 0-100m Vertical Integral,mmol/m^3 cm,mean
ocn,day,pop.h.ecosys.nday1,DpCO2_2,D pCO2,ppmv,mean
ocn,day,pop.h.ecosys.nday1,ECOSYS_IFRAC_2,Ice Fraction for ecosys fluxes,fraction,mean
ocn,day,pop.h.ecosys.nday1,ECOSYS_XKW_2,XKW for ecosys fluxes,cm/s,mean
ocn,day,pop.h.ecosys.nday1,FG_CO2_2,DIC Surface Gas Flux,mmol/m^3 cm/s,mean
ocn,day,pop.h.ecosys.nday1,photoC_diat_zint,Diatom C Fixation Vertical Integral,mmol/m^3 cm/s,mean
ocn,day,pop.h.ecosys.nday1,photoC_diaz_zint,Diaz C Fixation Vertical Integral,mmol/m^3 cm/s,mean
ocn,day,pop.h.ecosys.nday1,photoC_sp_zint,Small Phyto C Fixation Vertical Integral,mmol/m^3 cm/s,mean
ocn,day,pop.h.ecosys.nday1,spCaCO3_zint_100m,Small Phytoplankton CaCO3 0-100m Vertical Integral,mmol/m^3 cm,mean
ocn,day,pop.h.ecosys.nday1,spChl_SURF,Small phytoplankton Chlorophyll Surface Value,mg/m^3,mean
ocn,day,pop.h.ecosys.nday1,spC_zint_100m,Small Phytoplankton Carbon 0-100m Vertical Integral,mmol/m^3 cm,mean
ocn,day,pop.h.ecosys.nday1,STF_O2_2,Dissolved Oxygen Surface Flux,mmol/m^3 cm/s,mean
ocn,day,pop.h.ecosys.nday1,zooC_zint_100m,Zooplankton Carbon 0-100m Vertical Integral,mmol/m^3 cm,mean
ocn,ann,pop.h.ecosys.nyear1,DIA_IMPVF_DIC_ALT_CO2,DIC_ALT_CO2 Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,mmol/m^3 cm/s,mean
ocn,ann,pop.h.ecosys.nyear1,DIA_IMPVF_DIC,DIC Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,mmol/m^3 cm/s,mean
ocn,ann,pop.h.ecosys.nyear1,DIA_IMPVF_DOC,DOC Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,mmol/m^3 cm/s,mean
ocn,ann,pop.h.ecosys.nyear1,DIA_IMPVF_Fe,Fe Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,mmol/m^3 cm/s,mean
ocn,ann,pop.h.ecosys.nyear1,DIA_IMPVF_O2,O2 Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,mmol/m^3 cm/s,mean
ocn,ann,pop.h.ecosys.nyear1,HDIFB_DIC_ALT_CO2,DIC_ALT_CO2 Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,HDIFB_DIC,DIC Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,HDIFB_DOC,DOC Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,HDIFB_Fe,Fe Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,HDIFB_O2,O2 Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,HDIFE_DIC_ALT_CO2,DIC_ALT_CO2 Horizontal Diffusive Flux in grid-x direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,HDIFE_DIC,DIC Horizontal Diffusive Flux in grid-x direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,HDIFE_DOC,DOC Horizontal Diffusive Flux in grid-x direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,HDIFE_Fe,Fe Horizontal Diffusive Flux in grid-x direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,HDIFE_O2,O2 Horizontal Diffusive Flux in grid-x direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,HDIFN_DIC_ALT_CO2,DIC_ALT_CO2 Horizontal Diffusive Flux in grid-y direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,HDIFN_DIC,DIC Horizontal Diffusive Flux in grid-y direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,HDIFN_DOC,DOC Horizontal Diffusive Flux in grid-y direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,HDIFN_Fe,Fe Horizontal Diffusive Flux in grid-y direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,HDIFN_O2,O2 Horizontal Diffusive Flux in grid-y direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,J_ALK,Alkalinity Source Sink Term,meq/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,J_Fe,Dissolved Inorganic Iron Source Sink Term,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,J_NH4,Dissolved Ammonia Source Sink Term,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,J_NO3,Dissolved Inorganic Nitrate Source Sink Term,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,J_PO4,Dissolved Inorganic Phosphate Source Sink Term,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,J_SiO3,Dissolved Inorganic Silicate Source Sink Term,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,KPP_SRC_DIC_ALT_CO2,DIC_ALT_CO2 tendency from KPP non local mixing term,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,KPP_SRC_DIC,DIC tendency from KPP non local mixing term,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,KPP_SRC_Fe,Fe tendency from KPP non local mixing term,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,KPP_SRC_O2,O2 tendency from KPP non local mixing term,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,UE_DIC_ALT_CO2,DIC_ALT_CO2 Flux in grid-x direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,UE_DIC,DIC Flux in grid-x direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,UE_DOC,DOC Flux in grid-x direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,UE_Fe,Fe Flux in grid-x direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,UE_O2,O2 Flux in grid-x direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,VN_DIC_ALT_CO2,DIC_ALT_CO2 Flux in grid-y direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,VN_DIC,DIC Flux in grid-y direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,VN_DOC,DOC Flux in grid-y direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,VN_Fe,Fe Flux in grid-y direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,VN_O2,O2 Flux in grid-y direction,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,WT_DIC_ALT_CO2,DIC_ALT_CO2 Flux Across Top Face,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,WT_DIC,DIC Flux Across Top Face,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,WT_DOC,DOC Flux Across Top Face,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,WT_Fe,Fe Flux Across Top Face,mmol/m^3/s,mean
ocn,ann,pop.h.ecosys.nyear1,WT_O2,O2 Flux Across Top Face,mmol/m^3/s,mean
ocn,day,pop.h.nday1,XBLT_2,Maximum Boundary-Layer Depth,centimeter,maximum
ocn,day,pop.h.nday1,XMXL_2,Maximum Mixed-Layer Depth,centimeter,maximum
ocn,day,pop.h.nday1,HMXL_2,Mixed-Layer Depth,centimeter,mean
ocn,day,pop.h.nday1,SSH_2,Sea Surface Height,centimeter,mean
ocn,day,pop.h.nday1,SST2,Surface Potential Temperature**2,degC,mean
ocn,day,pop.h.nday1,SST,Surface Potential Temperature,degC,mean
ocn,day,pop.h.nday1,TAUX_2,Windstress in grid-x direction,dyne/centimeter^2,mean
ocn,day,pop.h.nday1,TAUY_2,Windstress in grid-y direction,dyne/centimeter^2,mean
ocn,day,pop.h.nday1,WVEL_50m,Vertical Velocity at 50m Depth,centimeter/s,mean
ocn,day,pop.h.nday1,HBLT_2,Boundary-Layer Depth,centimeter,mean
rof,mon,rtm.h0,QCHANR_ICE,RTM river flow: ICE,m3/s,mean
rof,mon,rtm.h0,QCHANR,RTM river flow: LIQ,m3/s,mean
rof,mon,rtm.h0,QCHOCNR_ICE,RTM river discharge into ocean: ICE,m3/s,mean
rof,mon,rtm.h0,QCHOCNR,RTM river discharge into ocean: LIQ,m3/s,mean
rof,mon,rtm.h0,VOLR,RTM storage: LIQ,m3,mean
rof,day,rtm.h1,QCHANR,RTM river flow: LIQ,m3/s,mean
rof,day,rtm.h1,VOLR,RTM storage: LIQ,m3,mean
